income,family_size,utility_bills_paid,loan_defaults,credit_history_years,suspicious_transactions,is_eligible,trust_score
80324,10,1,0,9,5,0,44.564800000000005
99265,7,1,1,12,4,0,35.853
54711,10,1,0,8,3,1,65.9422
60946,3,0,1,0,1,0,25.1892
64304,2,1,0,5,2,0,74.3608
51871,7,1,0,0,4,1,44.3742
49098,5,1,0,19,0,1,100.0
38017,5,1,1,4,4,1,15.6034
98897,10,0,1,0,4,0,0.0
31689,5,0,0,3,4,0,18.8378
66890,10,0,0,13,0,0,80.878
47963,8,1,0,10,1,1,82.5926
25739,5,1,0,12,2,1,68.1478
41702,6,1,0,15,1,1,89.8404
36327,10,0,1,10,5,0,0.0
45329,5,1,0,18,3,1,77.0658
28281,8,1,0,16,1,1,88.6562
97928,9,0,0,12,3,0,60.5856
39065,2,1,0,14,2,1,79.813
87760,2,0,0,19,1,0,87.05199999999999
69352,5,1,0,18,3,1,84.8704
92030,8,1,1,18,2,0,61.406000000000006
62903,6,1,0,1,0,1,80.0806
37664,10,0,0,15,2,0,58.0328
70002,1,1,0,2,3,0,53.0004
75375,1,0,1,6,3,0,14.075
52578,7,0,0,16,4,0,43.5156
62946,6,0,1,15,0,0,50.0892
23247,10,1,0,9,4,1,52.1494
52796,3,0,0,12,3,0,53.559200000000004
55910,9,1,1,15,3,1,38.682
62844,7,1,0,0,2,1,62.568799999999996
75520,6,1,1,10,4,0,25.104
94869,8,1,0,7,1,0,92.4738
99771,1,1,0,7,2,0,79.4542
73010,7,0,0,13,2,0,63.102000000000004
27103,2,1,0,19,4,1,63.9206
50002,1,0,1,5,1,0,23.5004
42925,3,1,0,14,3,1,71.58500000000001
82121,5,1,0,10,4,0,57.4242
71136,1,0,0,5,2,0,47.727199999999996
32097,6,1,1,1,0,1,50.9194
21967,2,1,1,15,5,1,18.8934
93246,3,0,0,5,4,0,40.1492
66971,8,0,0,14,1,0,75.3942
54487,3,1,0,4,5,0,32.8974
41577,1,0,0,7,5,0,20.8154
64846,4,1,0,18,5,1,60.9692
89768,1,1,0,20,1,0,100.0
54698,9,0,0,4,0,0,71.9396
93071,4,1,0,11,2,0,80.1142
24120,7,1,0,20,2,1,83.824
81239,6,0,0,2,0,0,66.2478
45368,3,1,0,17,4,1,66.5736
31123,8,1,1,6,1,1,50.2246
58465,3,1,0,0,1,0,74.693
90634,7,0,0,15,2,0,65.6268
91159,1,0,1,7,0,0,47.7318
63116,4,0,1,19,1,0,51.1232
91476,9,0,0,19,1,0,86.7952
50083,5,0,0,20,5,0,36.0166
87463,2,1,1,15,4,0,38.992599999999996
87395,2,1,0,5,2,0,73.979
53343,6,1,0,13,0,1,100.0
47559,9,1,0,15,4,1,66.0118
48500,8,0,0,20,5,0,44.7
62008,4,0,0,17,3,0,60.9016
87173,5,1,1,18,4,0,47.4346
40316,10,0,0,10,3,0,47.0632
37412,8,0,0,14,5,0,25.4824
53265,7,0,0,2,5,0,17.653
90837,7,1,0,8,1,0,88.1674
92973,4,1,0,16,1,0,98.0
94450,2,0,0,20,5,0,51.89
85531,1,1,0,18,1,0,97.0
87774,9,0,0,5,1,0,61.0548
25869,2,0,0,7,1,0,50.6738
22133,2,1,1,13,3,1,29.9266
25938,1,1,1,3,0,1,52.6876
30959,5,0,0,12,0,0,73.1918
28088,4,1,0,20,1,1,100.0
31147,10,0,1,8,3,0,11.2294
38121,4,1,0,13,4,1,57.1242
32800,1,0,0,0,3,0,27.56
43904,1,1,0,10,5,1,47.7808
69701,8,0,0,0,5,0,8.9402
77135,7,1,1,8,0,0,63.42699999999999
21709,7,1,0,2,5,1,23.3418
49464,5,0,1,17,2,0,31.3928
72274,10,1,1,1,4,0,19.9548
21971,6,0,1,13,4,0,1.8941999999999997
58561,9,0,1,17,5,0,11.2122
94003,10,1,0,12,4,0,68.8006
22021,9,0,1,17,4,0,12.9042
94154,2,1,1,19,0,0,87.3308
24015,6,1,0,11,3,1,57.303
94625,8,1,0,19,1,0,97.0
22919,2,0,1,11,3,0,16.0838
88416,10,0,1,0,2,0,13.6832
92521,1,1,0,2,3,0,61.5042
63989,9,1,0,14,3,1,75.7978
58114,2,0,1,9,3,0,19.122799999999998
44232,2,0,0,8,0,0,74.8464
97623,7,0,1,8,1,0,38.5246
38469,10,1,0,16,4,1,57.6938
78887,1,1,0,8,1,0,83.7774
92555,6,1,0,15,0,0,100.0
77031,9,0,0,18,1,0,79.4062
68125,8,0,0,1,0,0,70.125
72336,4,1,1,8,0,0,68.4672
42502,4,0,0,15,1,0,74.0004
41358,9,1,0,0,0,1,74.2716
83632,9,0,0,8,5,0,30.7264
51505,2,0,1,2,3,0,6.301
68908,1,1,0,1,2,0,68.2816
27733,2,0,0,0,4,0,12.5466
80794,2,0,0,5,3,0,39.6588
25717,6,0,1,1,4,0,0.0
46163,1,0,1,2,3,0,6.2326
61144,1,0,1,8,5,0,5.0
31353,9,1,0,9,1,1,84.7706
38461,10,1,1,18,4,1,38.6922
47962,7,1,0,19,2,1,87.0924
81894,2,1,0,19,5,0,67.8788
38514,8,0,0,17,0,0,81.2028
29269,1,1,0,1,1,1,67.3538
93594,10,1,0,5,0,0,98.2188
58898,4,1,1,8,4,1,21.779600000000002
64223,3,1,0,12,2,0,83.8446
77071,1,1,1,6,4,0,27.4142
48708,5,1,0,17,2,1,82.2416
61670,4,1,0,12,1,1,93.334
26217,6,1,0,14,3,1,65.2434
26569,7,1,1,19,2,1,53.8138
30493,6,1,0,6,4,1,42.0986
21275,10,0,0,10,0,0,64.255
84668,5,0,0,7,0,0,73.4336
33122,8,1,0,19,5,1,50.1244
38654,6,1,1,12,0,1,70.7308
43219,3,0,1,19,2,0,35.1438
61304,5,0,0,0,0,0,67.2608
37725,3,1,0,18,2,1,79.545
21386,3,1,0,2,2,1,53.2772
64205,4,0,0,20,5,0,47.841
97096,5,1,0,1,3,0,59.919200000000004
25744,8,0,1,6,1,0,26.1488
97982,9,0,0,18,5,0,46.5964
23676,4,0,0,0,3,0,23.7352
48341,5,0,0,18,0,0,81.6682
56363,6,0,0,6,3,0,35.2726
86385,10,1,0,2,4,0,49.277
32293,4,1,0,17,2,1,81.9586
51933,6,1,0,1,2,1,62.8866
29261,1,0,1,15,4,0,12.3522
21710,1,1,1,17,0,1,65.842
91661,7,1,1,8,0,0,68.3322
82781,9,1,0,6,5,0,43.556200000000004
94747,5,1,0,7,0,0,94.4494
71462,8,1,1,5,2,0,41.7924
21055,4,0,0,0,0,0,56.211
47854,7,1,0,4,3,1,52.5708
57469,2,1,0,5,4,0,43.9938
44480,10,0,0,7,2,0,49.396
32484,2,0,0,18,0,0,88.49680000000001
75280,1,1,0,0,5,0,38.056
92847,7,1,0,0,1,0,74.5694
31584,7,1,1,7,1,1,50.8168
20851,5,1,1,10,4,1,22.1702
91176,8,1,0,2,1,0,85.23519999999999
97803,7,1,0,12,0,0,98.0
51492,7,0,0,4,3,0,36.2984
66363,9,0,0,8,3,0,47.2726
23232,10,0,0,14,0,0,71.6464
65121,3,0,0,5,1,0,61.5242
42052,2,0,0,11,4,0,30.910399999999996
88452,10,1,0,11,4,0,60.1904
76850,2,0,1,6,4,0,4.369999999999999
63557,9,0,0,18,5,0,41.7114
81662,3,0,1,17,4,0,16.8324
26598,6,0,1,17,5,0,4.8196
48304,2,1,0,16,4,1,65.6608
42593,9,1,0,9,0,1,97.01859999999999
32579,9,0,0,15,1,0,64.0158
27074,3,0,0,17,1,0,75.9148
49968,3,0,0,8,0,0,70.9936
56535,8,1,0,4,5,1,40.307
34379,2,1,0,18,4,1,61.8758
21337,3,0,0,1,5,0,3.7674000000000003
26646,5,0,0,4,1,0,53.3292
85277,6,0,0,7,2,0,55.5554
25430,3,0,1,10,0,0,41.086
53222,7,0,0,1,2,0,46.1444
50252,8,1,1,11,3,1,40.550399999999996
32576,10,0,0,2,5,0,4.5152
41220,10,0,1,2,3,0,0.24399999999999977
69560,10,0,0,18,5,0,43.912
48595,2,0,0,7,5,0,23.219
56163,2,1,1,5,1,0,52.7326
30637,4,0,1,15,0,0,51.6274
27323,6,1,0,13,3,1,66.9646
25318,7,0,1,4,0,0,35.0636
87127,7,1,0,1,2,0,72.9254
57609,5,1,0,14,3,1,73.5218
45735,5,0,0,18,3,0,56.147
21118,5,1,0,14,1,1,82.2236
42143,7,0,1,3,0,0,31.928600000000003
39248,5,0,1,4,5,0,0.0
92719,6,1,0,3,5,0,46.043800000000005
87271,1,1,0,19,3,0,82.9542
51470,5,0,1,8,1,0,30.293999999999997
93361,6,0,0,9,3,0,49.172200000000004
67924,1,1,0,7,1,0,83.0848
46516,1,0,0,2,5,0,12.3032
89337,8,1,0,11,5,0,53.3674
68469,8,1,0,15,2,1,88.1938
72609,10,1,0,6,2,0,71.5218
77224,6,1,0,12,3,0,77.4448
85901,7,0,1,6,2,0,23.1802
30364,3,1,0,11,0,1,95.5728
21038,10,1,0,16,0,1,98.2076
44296,7,0,0,11,4,0,36.3592
72045,5,1,0,3,1,0,73.909
79401,5,0,0,11,5,0,36.3802
35553,5,0,1,3,2,0,6.6106
54704,9,0,0,5,3,0,34.440799999999996
59452,6,1,0,1,3,1,57.3904
74086,4,1,0,3,5,0,34.3172
23930,9,0,1,16,2,0,25.786
38623,2,0,0,17,3,0,49.2246
93004,5,1,0,6,2,0,82.60079999999999
56616,3,1,1,8,2,0,48.3232
85281,1,0,1,6,5,0,0.0
23318,9,1,0,4,1,1,72.6636
80660,8,0,1,12,5,0,4.1320000000000014
73311,4,0,1,0,0,0,33.6622
28119,1,1,0,14,4,1,52.6238
23222,6,1,0,1,0,1,73.1444
83418,3,0,0,9,1,0,70.1836
80701,4,0,1,0,4,0,0.0
49715,10,0,0,12,4,0,42.943
31382,8,0,0,6,0,0,63.276399999999995
69556,10,1,0,4,4,1,50.9112
43070,1,0,1,7,2,0,16.114
68959,10,1,0,7,1,1,81.2918
39762,8,0,0,16,4,0,45.9524
42846,1,1,0,15,5,1,49.0692
66404,4,0,0,13,3,0,48.7808
86489,6,0,1,12,0,0,50.297799999999995
92250,8,0,0,12,4,0,48.45
35832,9,0,0,12,0,0,71.1664
21855,8,0,0,12,0,0,72.371
92564,4,0,0,15,5,0,46.0128
76982,5,1,1,15,1,0,67.8964
78014,5,0,0,6,1,0,61.6028
38564,3,0,0,19,2,0,65.2128
40180,6,0,0,5,5,0,15.536
73087,1,1,0,19,2,0,91.1174
68705,1,1,0,20,5,0,65.741
52065,2,0,0,8,3,0,47.413
84458,5,0,0,0,3,0,41.8916
61321,4,1,0,20,4,1,72.2642
39463,1,0,0,12,1,0,66.8926
27514,9,1,1,7,4,1,18.0028
67890,7,0,0,8,3,0,40.578
67386,6,1,0,5,5,1,45.977199999999996
28820,6,0,1,8,0,0,33.764
94216,6,1,1,8,0,0,74.8432
31970,10,1,0,18,2,1,85.394
91712,8,1,0,1,3,0,54.8424
37968,1,1,0,13,1,1,92.0936
21954,2,1,0,4,5,1,35.3908
31770,3,1,0,6,4,1,43.354
76360,10,1,1,17,4,0,45.772
79494,7,0,1,6,0,0,41.8988
75884,8,1,0,2,4,0,45.1768
37282,8,1,0,14,2,1,82.4564
89522,9,1,1,11,1,0,69.4044
47263,10,1,0,3,4,1,39.952600000000004
70099,6,1,0,0,4,0,49.019800000000004
95788,6,0,0,3,1,0,58.6576
40780,2,0,0,0,2,0,40.156
69563,5,1,1,9,3,1,32.4126
26545,1,0,1,17,3,0,21.809
60130,5,1,1,12,2,1,54.025999999999996
78697,10,1,0,2,3,0,56.7394
70548,6,1,0,8,2,0,71.1096
23021,7,0,0,10,5,0,17.6042
81637,4,0,1,8,4,0,9.3274
44441,8,1,0,3,5,1,37.3882
66936,3,1,0,10,1,0,83.3872
68622,10,1,0,5,2,1,71.2244
34433,3,0,1,13,5,0,0.0
75910,5,0,0,10,4,0,39.182
88749,10,1,1,11,2,0,55.2498
76967,4,1,0,8,2,0,75.3934
60290,5,0,0,19,0,0,91.55799999999999
94630,10,0,0,8,2,0,64.926
79099,5,0,0,13,2,0,60.3198
88920,9,0,0,7,0,0,82.28399999999999
63016,9,1,0,19,5,1,63.1032
48642,10,1,0,7,1,1,76.2284
21045,10,1,0,1,5,1,22.709
35092,8,0,1,10,2,0,25.0184
65579,4,1,1,11,2,1,51.6158
96756,3,0,0,7,0,0,74.8512
59553,5,1,0,12,0,1,96.9106
49287,10,0,0,4,5,0,15.8574
33977,3,0,0,14,2,0,58.7954
66692,9,1,0,10,4,1,58.3384
81781,1,1,0,18,4,0,71.3562
29015,5,1,0,6,2,1,64.803
71976,7,0,0,2,1,0,60.3952
92185,6,0,0,9,1,0,69.937
73398,3,0,0,7,1,0,64.1796
79967,5,0,0,13,1,0,80.4934
34127,1,1,0,14,5,1,51.8254
74484,9,1,0,1,4,0,51.3968
61129,3,1,1,18,0,0,76.22579999999999
31753,8,1,0,2,3,1,48.3506
44683,1,1,0,10,0,1,90.9366
49934,9,1,0,5,1,1,80.4868
99888,5,1,1,10,1,0,66.9776
64141,3,0,0,4,4,0,25.828200000000002
50641,1,0,0,4,2,0,47.1282
95185,2,0,0,0,1,0,54.037
48765,4,1,1,14,3,1,36.753
36102,7,1,0,0,3,1,48.2204
38611,8,1,0,7,5,1,33.2222
42748,5,1,0,1,0,1,77.0496
50255,10,1,1,5,1,1,42.551
48414,5,0,0,4,4,0,24.6828
80090,2,0,0,14,5,0,34.018
41418,3,1,0,11,0,1,96.7836
74209,5,1,0,15,5,0,62.3418
84905,6,1,1,3,4,0,25.481
43970,5,0,1,11,5,0,3.0
49804,9,1,0,15,5,1,49.4608
64496,9,0,0,4,2,0,52.8992
25256,10,1,1,12,4,1,22.0512
53386,9,0,0,15,1,0,78.1772
44592,8,0,0,3,1,0,49.4184
31265,1,0,1,16,0,0,48.253
65436,9,1,0,2,3,1,51.087199999999996
83534,5,0,0,19,1,0,85.2068
33574,10,1,0,5,4,1,44.2148
34338,8,0,0,5,1,0,56.3676
70831,5,0,0,17,3,0,56.6662
41436,1,1,0,4,1,1,70.2872
69241,3,1,0,8,4,0,60.8482
70135,4,0,0,17,1,0,77.527
57997,5,1,1,0,2,1,34.5994
87969,8,1,0,8,3,0,64.5938
41785,1,1,1,16,5,1,22.357
29354,10,1,0,14,3,1,65.8708
43810,7,1,0,5,4,1,46.262
74278,4,1,0,14,3,0,77.8556
61799,3,0,0,18,1,0,74.3598
74835,2,1,0,17,0,0,97.0
99244,3,0,0,18,5,0,43.8488
39779,10,1,0,2,2,1,61.955799999999996
48621,1,0,0,10,5,0,28.7242
72720,4,1,0,14,5,0,52.544
73556,3,1,0,1,3,0,57.2112
29961,6,1,0,20,5,1,58.9922
64517,2,0,0,3,1,0,62.4034
90557,1,0,0,18,4,0,53.1114
40582,2,0,0,4,0,0,61.1164
29996,6,1,0,11,4,1,49.4992
77074,9,1,1,12,2,0,48.4148
33629,10,0,0,8,4,0,31.7258
27666,7,1,0,4,5,1,26.5332
25581,7,0,1,14,5,0,3.0
82972,4,1,0,12,5,0,55.5944
56932,7,1,0,19,3,1,76.8864
48535,5,0,0,19,1,0,79.207
38983,3,0,0,5,0,0,64.2966
28383,1,1,0,19,2,1,87.1766
48437,2,1,1,16,4,1,29.687399999999997
31802,8,1,0,13,4,1,59.8604
97864,10,1,0,20,1,0,100.0
46104,2,0,0,7,3,0,40.7208
73716,1,0,0,1,0,0,66.2432
45782,3,1,0,17,3,1,72.6564
32630,1,1,0,10,1,1,80.526
52017,9,0,0,11,4,0,33.9034
74778,10,0,0,1,3,0,37.455600000000004
89990,7,0,1,13,1,0,45.498000000000005
43240,9,0,1,6,1,0,29.648
73413,2,1,0,20,4,0,75.68260000000001
43204,7,1,0,7,3,1,62.1408
59938,2,0,0,6,1,0,65.9876
86301,3,0,0,19,1,0,81.7602
90852,9,0,0,5,3,0,49.6704
28296,9,1,0,0,3,1,47.6592
84619,7,0,0,13,5,0,36.4238
96284,3,0,0,20,2,0,77.2568
29838,10,0,1,19,3,0,25.4676
35306,8,0,0,18,3,0,58.0612
89892,4,1,0,15,1,0,100.0
22180,3,1,1,11,5,1,11.936
89974,7,0,0,18,0,0,91.9948
62424,8,0,0,19,4,0,54.9848
94121,3,1,0,7,4,0,58.324200000000005
77036,1,1,0,4,4,0,55.4072
22945,8,1,1,4,4,1,11.589
75450,10,1,0,14,4,0,70.09
71951,8,0,0,17,4,0,51.8902
60238,8,1,0,19,4,1,69.5476
73166,5,0,0,19,4,0,52.1332
34751,7,1,0,9,3,1,63.4502
65005,4,1,0,12,2,1,85.001
89953,1,1,0,10,0,0,100.0
41845,9,1,0,10,1,1,79.369
24115,3,1,0,14,0,1,96.82300000000001
72456,5,0,0,17,1,0,78.99119999999999
90076,5,1,0,7,0,0,100.0
90729,10,0,0,10,3,0,52.1458
90891,9,0,1,8,5,0,0.0
92526,6,1,0,0,1,0,80.5052
68569,1,0,0,6,0,0,77.7138
65208,7,1,0,18,4,1,70.0416
46647,1,1,1,9,0,1,65.82939999999999
54217,10,0,1,17,5,0,5.343400000000001
76622,8,0,1,0,5,0,0.0
89575,8,0,1,20,0,0,62.91499999999999
34810,4,1,0,3,0,1,79.462
55570,5,1,0,4,4,1,51.114000000000004
25670,7,1,0,10,3,1,63.134
72542,6,0,0,1,3,0,33.0084
36521,2,1,0,19,4,1,66.8042
82611,3,1,1,5,1,0,51.0222
36368,10,0,0,7,1,0,62.7736
58652,8,0,0,15,2,0,66.2304
70960,5,1,0,11,4,0,58.692
98745,7,1,0,3,1,0,87.249
49520,6,0,1,2,1,0,21.904
63649,6,0,0,5,5,0,24.229799999999997
27386,1,0,1,4,5,0,0.0
31980,2,1,0,20,1,1,100.0
80727,8,0,1,8,4,0,13.145399999999999
91509,4,1,0,10,4,0,63.3018
42409,3,1,0,11,1,1,84.98179999999999
33291,7,0,0,15,2,0,63.1582
31014,8,0,0,10,0,0,74.2028
26181,6,1,0,8,3,1,59.2362
60272,5,1,0,11,5,1,46.5544
66743,3,1,1,16,5,0,26.348599999999998
34697,8,0,0,18,2,0,67.9394
80222,4,1,0,19,1,0,95.0
63695,4,1,0,7,1,1,79.239
89448,4,1,0,2,5,0,38.8896
51410,9,0,1,1,4,0,2.0
86326,9,0,0,11,1,0,75.7652
91212,8,0,0,9,4,0,42.7424
44111,6,0,0,5,0,0,68.3222
60072,7,1,0,10,5,1,45.0144
83259,9,0,0,16,4,0,46.6518
66693,7,1,0,9,2,1,77.8386
85085,2,1,1,12,1,0,69.017
72099,10,0,0,7,1,0,65.9198
37898,10,1,1,20,3,1,46.5796
64755,1,0,0,3,0,0,70.451
98063,9,1,1,7,4,0,25.1126
89637,4,1,0,3,5,0,38.4274
90818,10,1,0,9,1,0,96.6636
58641,7,1,0,19,5,1,64.2282
80007,10,1,1,5,4,0,23.5014
84261,6,1,0,16,5,0,56.852199999999996
97638,1,0,0,2,3,0,46.5276
80654,9,0,0,9,4,0,42.6308
44580,10,1,0,14,0,1,99.916
96100,9,1,0,10,0,0,99.0
47015,7,1,0,16,3,1,76.403
33737,2,0,0,20,0,0,84.7474
89227,9,1,1,17,0,0,79.3454
95775,4,1,0,8,2,0,85.155
21488,1,0,0,14,3,0,49.2976
26159,6,1,0,17,3,1,71.73179999999999
96703,4,0,0,2,5,0,27.3406
61036,9,0,1,0,5,0,0.0
45579,3,1,0,3,0,1,87.61580000000001
51605,10,0,0,7,4,0,27.820999999999998
95170,8,1,0,20,2,0,99.03399999999999
35894,4,1,0,18,0,1,100.0
63003,9,0,0,1,2,0,44.1006
27994,3,1,0,14,1,1,87.5988
29132,6,1,0,12,3,1,60.8264
77654,2,0,0,16,5,0,43.5308
72552,10,0,0,11,1,0,75.0104
27910,1,1,0,13,0,1,95.082
58259,8,0,0,20,2,0,72.6518
69227,4,1,0,11,2,1,76.3454
33272,7,1,0,12,5,1,48.6544
25582,3,0,1,15,1,0,39.6164
23692,3,1,1,13,0,1,64.2384
52685,5,0,0,12,2,0,57.537
29003,7,0,0,3,4,0,22.3006
62379,4,1,0,13,2,1,76.97579999999999
68929,2,0,0,17,4,0,44.2858
37743,8,0,0,8,1,0,61.5486
75010,4,1,0,16,0,0,99.0
53969,5,1,0,16,4,1,62.793800000000005
97591,6,0,0,18,3,0,70.51820000000001
25885,7,1,1,8,5,1,12.177
99536,1,0,0,16,4,0,52.9072
86734,8,1,0,11,0,0,98.0
63076,9,1,0,15,0,1,100.0
54849,4,0,1,17,4,0,12.4698
33848,7,1,0,6,2,1,63.7696
97417,9,0,1,6,4,0,10.4834
78089,6,0,0,6,3,0,43.6178
82245,8,0,0,3,1,0,55.949
99304,1,0,0,6,4,0,43.8608
74936,1,0,0,12,1,0,72.9872
54669,3,0,0,2,5,0,10.9338
50493,2,0,0,14,3,0,48.0986
20959,5,1,0,0,0,1,76.1918
97537,5,0,0,5,2,0,57.007400000000004
51483,9,0,0,19,3,0,62.7966
60575,2,0,0,8,4,0,36.115
23691,10,1,0,12,2,1,76.7382
73329,4,0,0,11,0,0,83.1658
59131,3,0,0,0,2,0,46.8262
48047,3,1,0,3,4,1,48.1094
26765,1,0,0,12,4,0,34.353
33004,7,0,0,15,0,0,76.10079999999999
91585,7,1,0,1,1,0,74.81700000000001
24167,10,1,0,12,3,1,59.8334
29185,10,1,0,13,4,1,59.337
24086,1,1,1,15,4,1,27.3172
23935,1,0,1,7,1,0,25.287
93804,1,0,1,6,4,0,9.7608
31727,4,0,1,5,1,0,19.845399999999998
34307,4,1,0,16,3,1,66.8614
71098,8,0,0,3,0,0,67.7196
61446,5,1,0,15,0,1,100.0
41913,9,0,1,0,3,0,0.0
60159,4,1,0,4,1,1,77.0318
58421,3,0,0,4,0,0,72.6842
72076,1,0,0,5,1,0,65.9152
55373,2,0,0,18,2,0,67.0746
78468,8,0,1,19,0,0,62.1936
43937,7,1,0,3,1,1,70.2874
81646,7,0,1,19,2,0,47.8292
23159,3,1,0,11,4,1,54.1318
65974,2,1,0,4,0,0,85.1948
95362,2,1,0,5,3,0,69.5724
73032,5,1,0,15,4,0,68.10640000000001
87331,7,0,0,14,3,0,53.4662
21267,9,1,0,14,2,1,70.2534
87000,4,1,0,18,0,0,100.0
24263,8,1,0,2,3,1,46.8526
25716,1,1,0,12,4,1,58.1432
36758,4,1,0,8,4,1,48.3516
86828,7,1,1,1,4,0,15.8656
35370,4,1,0,8,3,1,56.074
39403,1,0,0,5,1,0,57.3806
39449,1,1,0,0,1,1,65.8898
20259,1,0,0,17,4,0,40.5518
52593,5,1,1,7,4,1,17.0186
20632,1,0,0,8,0,0,67.1264
20347,1,0,1,18,5,0,6.0694
39958,4,0,1,6,3,0,10.9916
89721,10,1,0,12,0,0,100.0
64150,5,0,1,15,2,0,36.33
52105,1,0,0,19,4,0,51.921
56350,4,0,1,3,0,0,33.769999999999996
78414,2,0,0,10,0,0,85.6828
99184,9,1,0,10,4,0,61.8368
95147,5,0,0,6,5,0,27.0294
21577,2,1,0,10,1,1,78.3154
74116,7,0,1,10,3,0,23.8232
99588,10,1,0,18,5,0,65.9176
73008,7,1,0,1,0,0,81.1016
92159,3,1,0,4,5,0,47.431799999999996
32006,9,0,0,20,1,0,79.4012
78554,10,1,0,4,3,0,58.7108
24414,9,1,0,15,2,1,77.3828
37818,8,0,0,20,1,0,78.5636
60838,3,0,0,14,0,0,78.1676
58621,2,0,0,17,1,0,80.2242
63517,2,0,1,2,5,0,0.0
62908,6,0,0,12,0,0,75.5816
27973,8,0,0,1,2,0,38.0946
73529,1,0,0,4,4,0,28.7058
88468,3,1,0,0,0,0,84.6936
46280,3,1,0,11,0,1,92.756
23848,5,1,0,15,5,1,48.2696
77045,6,0,0,9,3,0,43.909
60037,3,0,1,13,1,0,46.507400000000004
59301,7,0,0,19,0,0,90.3602
51011,1,1,1,20,1,0,69.2022
84463,3,1,0,11,4,0,64.3926
30888,8,1,0,5,2,1,59.6776
36543,8,0,1,14,0,0,51.3086
71378,7,1,0,12,1,0,89.2756
56183,2,1,1,17,3,0,49.736599999999996
55332,10,1,1,14,0,1,77.0664
40924,10,0,0,11,0,0,69.6848
74104,2,1,1,9,1,0,55.3208
50840,6,1,0,9,0,1,92.668
74955,7,0,0,4,0,0,70.991
76731,5,1,0,11,2,0,85.8462
42553,1,1,0,9,5,1,38.0106
36216,2,1,0,17,4,1,58.7432
89624,3,1,0,0,5,0,38.924800000000005
50605,5,0,0,18,2,0,70.121
85888,3,0,0,18,3,0,67.1776
23040,7,1,0,0,2,1,50.608
33206,1,0,0,5,2,0,43.1412
45699,5,0,0,7,0,0,65.6398
72618,1,1,1,0,1,0,46.5236
38648,2,1,0,1,1,1,66.2296
28189,4,0,1,17,4,0,15.1378
99218,1,0,0,8,0,0,76.8436
47506,5,1,0,7,0,1,92.0012
32963,10,1,1,1,5,1,0.0
70849,3,1,0,16,2,0,84.1698
96262,5,1,0,11,0,0,100.0
35791,2,0,1,10,1,0,32.1582
89482,3,0,0,15,1,0,83.3964
89269,8,0,1,4,3,0,17.8538
27371,4,1,0,13,0,1,95.9742
23603,9,0,1,4,1,0,18.7206
98082,10,1,0,15,3,0,78.1164
90185,4,1,0,7,0,0,100.0
74948,9,0,0,5,2,0,55.489599999999996
21956,9,1,0,14,4,1,50.3912
21930,3,1,0,6,1,1,71.386
71807,3,0,0,12,4,0,37.3614
70390,10,1,0,14,2,0,86.078
81886,1,1,1,11,0,0,73.8772
35518,4,1,0,2,2,1,55.1036
35130,7,1,0,12,0,1,90.026
82959,1,0,0,11,0,0,88.0918
88508,5,0,0,6,5,0,22.7016
90542,4,0,0,17,2,0,76.6084
28645,4,0,0,9,0,0,70.229
98733,2,0,0,7,0,0,77.2466
33229,6,0,1,15,5,0,0.0
92096,7,1,1,7,1,0,63.919200000000004
63253,4,1,0,2,0,1,85.6506
22238,2,1,1,13,2,1,40.9476
84301,9,1,0,10,3,0,69.86019999999999
92326,6,1,0,4,4,0,50.465199999999996
78856,8,1,0,4,1,0,85.7712
68773,10,1,0,10,2,1,77.7546
40285,7,0,1,5,1,0,26.557000000000002
22472,3,1,0,13,5,1,43.9944
56724,7,1,1,4,0,1,57.3448
28474,8,0,0,14,1,0,61.6948
85541,8,0,0,12,2,0,70.1082
83004,9,0,1,1,1,0,24.1008
83789,6,1,0,16,0,0,97.0
77973,5,0,0,16,2,0,71.5946
43732,7,0,0,18,1,0,75.7464
54021,7,1,0,14,1,1,94.8042
87658,5,0,1,13,3,0,26.0316
37839,1,1,1,6,1,1,48.5678
28860,4,1,0,17,3,1,73.272
74731,3,1,0,6,4,0,54.9462
86053,8,0,1,0,2,0,20.2106
88592,7,0,0,1,5,0,19.2184
68564,4,1,0,11,0,1,100.0
88790,10,0,1,6,4,0,7.757999999999999
30984,6,1,1,8,0,1,58.196799999999996
45146,6,1,1,1,5,1,2.5291999999999994
85561,10,1,1,10,2,0,51.1122
40812,7,0,0,7,4,0,27.662399999999998
39288,3,1,0,12,5,1,42.8576
79695,4,0,0,5,1,0,68.439
39297,8,0,0,2,3,0,30.8594
84237,7,0,1,3,3,0,8.3474
27498,5,0,0,3,2,0,38.9996
92415,7,0,0,11,1,0,70.983
75683,10,0,0,18,1,0,79.1366
23878,3,1,0,3,2,1,56.2756
72103,5,1,0,1,3,0,58.9206
23312,2,1,1,0,1,1,30.662399999999998
72436,4,1,0,10,5,0,44.4872
24312,5,0,0,5,3,0,34.3624
44056,5,1,1,18,1,1,61.8112
77746,3,1,1,13,1,0,68.0492
20698,9,0,0,12,2,0,51.1396
27977,3,1,0,3,5,1,34.0954
48702,10,0,0,14,5,0,27.7404
84652,3,0,0,18,0,0,94.93039999999999
49125,6,0,0,18,3,0,51.825
36441,7,1,1,12,5,1,15.2882
42497,8,0,0,11,1,0,68.9994
84127,5,1,0,14,5,0,52.8254
86278,9,1,0,0,3,0,59.2556
